Atualizado em: 2025-01-27
"Empresa_Aerea";"N_Voo";"Aeroporto_Origem_Designador_OACI";"Aeroporto_Origem_Nome_UF_Pais ";"Aeroporto_Destino_Designador_OACI";"Aeroporto_Destino_Nome_UF_Pais";"Etapas_Previstas";"Percentuais_de_Cancelamentos";"Percentuais_de_Atrasos_superiores_a_30_minutos";"Percentuais_de_Atrasos_superiores_a_60_minutos"
"AAL - AMERICAN AIRLINES, INC.";"0963";"KDFW";"DALLAS-FORT WORTH INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0937";"KDFW";"DALLAS-FORT WORTH INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"31";"9,68";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7845";"KJFK";"JOHN F. KENNEDY INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"3,23";"3,23";"0"
"AAL - AMERICAN AIRLINES, INC.";"0951";"KJFK";"JOHN F. KENNEDY INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"3,23";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0973";"KJFK";"JOHN F. KENNEDY INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"3,33";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7768";"KMCO";"ORLANDO INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"31";"3,23";"3,23";"3,23"
"AAL - AMERICAN AIRLINES, INC.";"7734";"KMCO";"ORLANDO INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"2";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7700";"KMCO";"ORLANDO INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"2";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7770";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"31";"3,23";"3,23";"0"
"AAL - AMERICAN AIRLINES, INC.";"7717";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"3";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7717";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"4";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0948";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"31";"100";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0905";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0925";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"3,23";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7694";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"2";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7853";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"28";"0";"17,86";"10,71"
"AAL - AMERICAN AIRLINES, INC.";"0929";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"6,45";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7773";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"4";"0";"25";"25"
"AAL - AMERICAN AIRLINES, INC.";"7849";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"3,33";"60";"30"
"AAL - AMERICAN AIRLINES, INC.";"0995";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7843";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"13";"0";"46,15";"46,15"
"AAL - AMERICAN AIRLINES, INC.";"0991";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"31";"32,26";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7695";"SAAR";"ROSARIO - ISLAS MALVINAS INTERNATIONAL AIRPORT(ARGENTINA)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"12";"0";"8,33";"8,33"
"AAL - AMERICAN AIRLINES, INC.";"7681";"SAAR";"ROSARIO - ISLAS MALVINAS INTERNATIONAL AIRPORT(ARGENTINA)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"3";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7752";"SACO";"INGENIERO AMBROSIO L.V. TARAVELLA INTERNATIONAL AIRPORT(ARGENTINA)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"5";"0";"20";"0"
"AAL - AMERICAN AIRLINES, INC.";"7695";"SACO";"INGENIERO AMBROSIO L.V. TARAVELLA INTERNATIONAL AIRPORT(ARGENTINA)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"13";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7678";"SAME";"GOVERNOR FRANCISCO GABRIELLI INTERNATIONAL AIRPORT (EL PLUMERILLO INT´L)(ARGENTINA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"18";"0";"22,22";"0"
"AAL - AMERICAN AIRLINES, INC.";"7706";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"12";"0";"16,67";"8,33"
"AAL - AMERICAN AIRLINES, INC.";"7769";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7767";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"KMCO";"ORLANDO INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"0";"6,45";"0"
"AAL - AMERICAN AIRLINES, INC.";"7777";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"26";"0";"11,54";"7,69"
"AAL - AMERICAN AIRLINES, INC.";"7708";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"28";"0";"17,86";"7,14"
"AAL - AMERICAN AIRLINES, INC.";"7779";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"12";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7691";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"29";"0";"17,24";"6,9"
"AAL - AMERICAN AIRLINES, INC.";"7740";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"12";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7681";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"27";"0";"3,7";"3,7"
"AAL - AMERICAN AIRLINES, INC.";"7709";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"12";"0";"13,04";"0"
"AAL - AMERICAN AIRLINES, INC.";"7719";"SBCG";"CAMPO GRANDE(MS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"4";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7747";"SBCG";"CAMPO GRANDE(MS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"6";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7748";"SBCG";"CAMPO GRANDE(MS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"22";"0";"18,18";"4,55"
"AAL - AMERICAN AIRLINES, INC.";"7726";"SBCG";"CAMPO GRANDE(MS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"1";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7732";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"13";"0";"28";"8"
"AAL - AMERICAN AIRLINES, INC.";"7652";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"29";"3,45";"24,14";"13,79"
"AAL - AMERICAN AIRLINES, INC.";"7707";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"12";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7670";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"11";"0";"9,09";"9,09"
"AAL - AMERICAN AIRLINES, INC.";"7771";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"6";"0";"16,67";"0"
"AAL - AMERICAN AIRLINES, INC.";"7738";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"2";"0";"50";"0"
"AAL - AMERICAN AIRLINES, INC.";"7697";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"1";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7734";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"3";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7739";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"10";"0";"10";"0"
"AAL - AMERICAN AIRLINES, INC.";"7654";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"1";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7764";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"18";"0";"16,67";"11,11"
"AAL - AMERICAN AIRLINES, INC.";"7676";"SBFI";"CATARATAS(PR, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"15";"0";"6,9";"3,45"
"AAL - AMERICAN AIRLINES, INC.";"7693";"SBFI";"CATARATAS(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"10";"0";"10";"10"
"AAL - AMERICAN AIRLINES, INC.";"7653";"SBFI";"CATARATAS(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"15";"3,33";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7722";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"12";"0";"8,33";"0"
"AAL - AMERICAN AIRLINES, INC.";"7659";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"28";"0";"17,86";"3,57"
"AAL - AMERICAN AIRLINES, INC.";"7666";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"0";"23,33";"0"
"AAL - AMERICAN AIRLINES, INC.";"7760";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"29";"0";"17,24";"3,45"
"AAL - AMERICAN AIRLINES, INC.";"7766";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"4";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7668";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"3";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7678";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"4";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7661";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"31";"0";"12,9";"0"
"AAL - AMERICAN AIRLINES, INC.";"7694";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"4";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7842";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"14";"0";"35,71";"35,71"
"AAL - AMERICAN AIRLINES, INC.";"7747";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"KMCO";"ORLANDO INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"4";"0";"25";"0"
"AAL - AMERICAN AIRLINES, INC.";"7671";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"6";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7719";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"21";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7651";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"1";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0974";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"KJFK";"JOHN F. KENNEDY INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"3,23";"100";"100"
"AAL - AMERICAN AIRLINES, INC.";"0964";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"21";"42,86";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0936";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"KDFW";"DALLAS-FORT WORTH INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"9,68";"100";"100"
"AAL - AMERICAN AIRLINES, INC.";"7664";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"31";"0";"12,9";"6,45"
"AAL - AMERICAN AIRLINES, INC.";"7668";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"23";"0";"13,04";"8,7"
"AAL - AMERICAN AIRLINES, INC.";"7670";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"31";"0";"6,45";"0"
"AAL - AMERICAN AIRLINES, INC.";"7671";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"2";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7674";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"16";"0";"12,9";"6,45"
"AAL - AMERICAN AIRLINES, INC.";"7677";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"16";"0";"9,68";"0"
"AAL - AMERICAN AIRLINES, INC.";"7678";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"9";"0";"11,11";"0"
"AAL - AMERICAN AIRLINES, INC.";"7684";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"22";"0";"4,55";"0"
"AAL - AMERICAN AIRLINES, INC.";"7688";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"18";"0";"5,71";"0"
"AAL - AMERICAN AIRLINES, INC.";"7690";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"19";"0";"10,53";"5,26"
"AAL - AMERICAN AIRLINES, INC.";"7745";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"3";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7700";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"6";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7704";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"31";"0";"12,9";"6,45"
"AAL - AMERICAN AIRLINES, INC.";"7705";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"17";"0";"5,88";"5,88"
"AAL - AMERICAN AIRLINES, INC.";"7706";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"3";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7706";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"1";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7707";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"6";"0";"16,67";"0"
"AAL - AMERICAN AIRLINES, INC.";"7749";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SAAR";"ROSARIO - ISLAS MALVINAS INTERNATIONAL AIRPORT(ARGENTINA)";"14";"7,14";"7,14";"0"
"AAL - AMERICAN AIRLINES, INC.";"0904";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7754";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"12";"0";"4,17";"4,17"
"AAL - AMERICAN AIRLINES, INC.";"7754";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"2";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7755";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"1";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7697";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"9";"0";"5,56";"0"
"AAL - AMERICAN AIRLINES, INC.";"7660";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"17";"0";"5,88";"0"
"AAL - AMERICAN AIRLINES, INC.";"7715";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"31";"0";"3,23";"3,23"
"AAL - AMERICAN AIRLINES, INC.";"7716";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"19";"0";"0";"0"
