Atualizado em: 2025-01-27
"Empresa_Aerea";"N_Voo";"Aeroporto_Origem_Designador_OACI";"Aeroporto_Origem_Nome_UF_Pais ";"Aeroporto_Destino_Designador_OACI";"Aeroporto_Destino_Nome_UF_Pais";"Etapas_Previstas";"Percentuais_de_Cancelamentos";"Percentuais_de_Atrasos_superiores_a_30_minutos";"Percentuais_de_Atrasos_superiores_a_60_minutos"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4001";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"11";"0";"36,36";"13,64"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4014";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"11";"0";"18,18";"9,09"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4012";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"25";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4034";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"2";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4033";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"25";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4043";"SBCA";"ADALBERTO MENDES DA SILVA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"27";"11,11";"7,41";"7,41"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5163";"SBCB";"CABO FRIO(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"10";"10";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5208";"SBCB";"CABO FRIO(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"3";"0";"33,33";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5212";"SBCB";"CABO FRIO(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"1";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5172";"SBCB";"CABO FRIO(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"8";"0";"50";"25"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5234";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"29";"3,45";"6,9";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4001";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"4";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"0104";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"LPPT";"LISBOA(PORTUGAL)";"27";"3,7";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4007";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"21";"9,52";"9,52";"9,52"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4008";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"3";"0";"20";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4008";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"1";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4002";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"24";"0";"8,33";"8,33"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4034";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"27";"0";"3,7";"3,7"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4036";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"13";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4061";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"5";"0";"20";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4063";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"3";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4073";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"3,23";"3,23";"3,23"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4075";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"29";"0";"17,24";"6,9"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4096";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"17";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4109";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"13";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4160";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"1";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4231";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"10";"0";"20";"20"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5044";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"29";"0";"24,14";"3,45"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5050";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SNBR";"BARREIRAS(BA, BRASIL)";"26";"0";"11,54";"7,69"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5051";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"18";"5,56";"16,67";"5,56"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5053";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"27";"0";"22,22";"11,11"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5055";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBVC";"GLAUBER DE ANDRADE ROCHA(BA, BRASIL)";"6";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5059";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"27";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5067";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"29";"3,45";"3,45";"3,45"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5119";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"28";"0";"10,71";"10,71"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5120";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"29";"3,45";"20,69";"3,45"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5123";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"6";"16,67";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5131";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBVC";"GLAUBER DE ANDRADE ROCHA(BA, BRASIL)";"11";"9,09";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5133";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"20";"5";"20";"20"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5134";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"10";"0";"50";"20"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5136";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBIP";"USIMINAS(MG, BRASIL)";"24";"0";"29,17";"20,83"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5140";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"14";"7,14";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5141";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"4";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5146";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SNBR";"BARREIRAS(BA, BRASIL)";"4";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5151";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"4";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5153";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"29";"0";"27,59";"13,79"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5154";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"5";"0";"20";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5157";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"27";"18,52";"25,93";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5159";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"8";"0";"25";"12,5"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5160";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"27";"3,7";"22,22";"11,11"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5161";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"8";"12,5";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5162";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"1";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5218";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"5";"20";"40";"40"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5224";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"5";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5225";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"1";"100";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5227";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"1";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5230";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"14";"0";"14,29";"7,14"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5231";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"9";"0";"11,11";"11,11"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5237";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"24";"12,5";"54,17";"16,67"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5241";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"13";"7,69";"23,08";"15,38"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5247";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"4";"0";"25";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5252";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"7";"0";"14,29";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5254";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"4";"0";"25";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5257";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"6";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5258";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"2";"50";"50";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5312";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"2";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5319";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"2";"0";"50";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5327";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"9";"0";"11,11";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5328";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"1";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5329";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBCB";"CABO FRIO(RJ, BRASIL)";"3";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5335";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"21";"0";"33,33";"4,76"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5336";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"2";"0";"50";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5343";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"1";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5345";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBCB";"CABO FRIO(RJ, BRASIL)";"1";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5346";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGV";"CORONEL ALTINO MACHADO(MG, BRASIL)";"8";"0";"12,5";"12,5"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5426";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"1";"100";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5756";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"31";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5758";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"19";"0";"15,79";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5793";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"3,23";"3,23";"3,23"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5795";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"17";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5806";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"6,67";"10";"3,33"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5890";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"18";"0";"22,22";"5,56"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"6065";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBIP";"USIMINAS(MG, BRASIL)";"6";"0";"16,67";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"6067";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"2";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"6073";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"1";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"6085";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBMK";"MÁRIO RIBEIRO(MG, BRASIL)";"1";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4140";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"1";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4144";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"10";"0";"3,33";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4186";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"11";"0";"18,18";"9,09"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4196";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"15";"0";"6,67";"6,67"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5069";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"25";"0";"16";"4"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5073";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"29";"0";"13,79";"3,45"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5074";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"10";"0";"40";"10"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5077";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"2";"0";"50";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5081";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBMK";"MÁRIO RIBEIRO(MG, BRASIL)";"29";"3,45";"13,79";"3,45"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5082";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGV";"CORONEL ALTINO MACHADO(MG, BRASIL)";"22";"9,09";"4,55";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5083";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"25";"0";"20";"8"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5086";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"4";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5089";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBCB";"CABO FRIO(RJ, BRASIL)";"10";"10";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5090";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"3";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5092";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"29";"0";"20,69";"10,34"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5093";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"15";"0";"20";"13,33"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5095";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"1";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5097";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"1";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5099";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"30";"0";"16,67";"3,33"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5100";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"1";"0";"100";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5102";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"10";"13,33";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5104";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"2";"0";"50";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5107";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"27";"3,7";"37,04";"22,22"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5110";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"12";"8,33";"16,67";"16,67"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5113";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"9";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5114";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"19";"0";"21,05";"5,26"
